"","geoid2","date","month","day","year","elapsed","date_rep","cases","deaths","country","population_2019","continent","Cumulative_number_for_14_days_of_COVID.19_cases_per_100000","cases_cum","deaths_cum","deaths_cum_log","deaths_cum_l7","deaths_cum_g7","region","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","share_health_ins","pandemic_prep","pop_den_2018","life_exp_2017","resp_disease_prev","detect_index","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","health_index","respond_index","state_fragility","pr","share_older","pop_tot_log","pop_density_log","distancing_bin","lockdown_bin","lockdown_n","distancing_n","days_rel_lockdown","days_rel_distancing","retail","grocery","parks","transit","work","residential","mobility_index","stringency","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","temp_mean","precip","excess_deaths_weekly","excess_deaths_source","excess_deaths_last_obs","excess_deaths_cum","excess_deaths_cum_log","deaths_cum_per_million","deaths_cum_per_million_log","excess_deaths_cum_per_million","excess_deaths_cum_per_million_log","forcats..fct_explicit_na.geoid2.","relative_start","elapsed_rel","relative_start_d","elapsed_rel_d"
"175","SUR","2020-11-30","11","29","2020","334","2020-11-30","0","0","Suriname","581363","America","6.536","5312","117","4.771","116","0.009","Latin America & Caribbean","-0.655","","","13.763","0.576","16749","23030","12.515","130960766.326","3.692","","8.626","5.236","","","","27.17","5","","0.772","0.679","3","0.27","1.192","1.54","0.658","0.75","0.522","0.539","","","","0","","2","0","","","75","75","0.013","","0","","","","0","28.5","0.645","0.733","0.791","","3.147","","36.5","3.692","71.463","3.366","36.7","81.7","310","92.9","54.5","79.2","630","0.7","16.5","47.3","5","1","6.906","-0.552","1.306","","","","","","","","","","","","","","","","","","","","","","","","26.9","77.533","","","","","","203.128","5.319","","","SUR","91","243","176","158"
"176","SVK","2020-11-30","11","29","2020","334","2020-11-30","1101","18","Slovakia","5450421","Europe","347.973","105733","816","6.706","671","0.239","Europe & Central Asia","0.707","190.155","","31.226","5.447","334878","516386","","2551913226.952","113.291","","3.265","0.027","","39.205","","15.446","10","24.843","0.332","0.572","0","0","2.048","0.881","1.075","0.891","1.009","0.257","4.13","","","0","0.62","2","1","","1466","1450","1450","0.001","7.282","0","","","","0","38.2","0.749","0.254","0.565","0.332","3.554","94.8","47.9","113.291","77.166","2.829","46","345","580","99.9","83.3","98.9","1734","0.9","37.9","34.1","1","1","15.629","1.695","4.73","","","","","","","","","","","","","-9.8","","","","","","","","","","","14.933","60.567","","","","","","149.814","5.016","","","SVK","71","263","109","225"
"179","SWZ","2020-11-30","11","29","2020","334","2020-11-30","4","0","Eswatini","1148133","Africa","27.436","6410","121","4.804","120","0.017","Sub-Saharan Africa","-0.66","84.413","","9.439","1.136","16399","29196","","31264218.272","66.058","","2.454","0","","","","38.112","-9","","0","0","0","0","-0.91","-0.451","-0.823","0.119","0.029","0.899","","8.511","","0","-0.875","1","0","","","1298","1298","0.001","","0","","","","0","20.1","0.102","0.058","0.444","0.28","2.815","6.2","31.1","66.058","58.319","3.267","25.5","14.7","210","83.1","40.5","58","460","0.6","6.5","29.3","7","0","4.013","0.128","4.191","","","","","","","","","","","","","","","","","","","","","","","","21.267","24.8","","","","","","106.496","4.677","","","SWZ","97","237","180","154"
"180","SXM","2020-11-30","11","29","2020","334","2020-11-30","4","0","Sint Maarten","42389","America","313.761","1066","25","3.258","25","0","Latin America & Caribbean","","","","","0.041","","","","-196625698.324","","","70.448","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","-3.203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614.946","6.423","","","SXM","92","242","110","224"
"181","SYC","2020-11-30","11","29","2020","334","2020-11-30","0","0","Seychelles","97741","Africa","15.347","173","0","0","0","","Sub-Saharan Africa","0.502","189.117","","27.114","0.097","3139","4209","13.028","43933526.568","210.352","","13.259","0","","0.001","","23.635","","40.775","","","","","0.446","1.573","1.825","0.51","2.113","0.212","","","","0","","","","","267","583","267","0.004","","0","","","","0","32.6","0.425","0.202","0.232","","2.012","","31.9","210.352","74.3","3.312","33.4","98.4","360","94","65.6","100","1077","0.8","19.9","20.7","","","7.594","-2.336","5.349","","","","","","","","","","","","","","","","","","","","","","","","27.333","125.167","","","","","","0","0","","","SYC","90","244","",""
"182","SYR","2020-11-30","11","29","2020","334","2020-11-30","82","4","Syria","17070132","Asia","6.52","7797","413","6.026","376","0.099","Middle East & North Africa","-1.671","","","","16.906","350534","410784","9.792","","92.067","31.754","4.73","","","","","31.422","-9","","0.543","0.714","4","0.86","-2.271","-1.552","-2.066","0.371","-1.569","0.828","","","","0","","2","0","","449","33","33","0.03","","0","","","","0","22.4","0.037","0.54","0.431","0.581","0.26","90","19.9","92.067","70.967","3.572","2.7","154.6","150","52.5","67.2","92.9","","0.5","24.4","23","14","0","4.503","2.828","4.523","","","","","","","","","","","","","","","","","","","","","","","","26.3","10.367","","","","","","24.429","3.236","","","SYR","90","244","185","149"
"183","TCA","2020-11-30","11","29","2020","334","2020-11-30","0","0","Turks & Caicos Islands","38194","America","73.31","748","6","1.946","6","0","Latin America & Caribbean","","","","22.512","0.038","","","","42227000","39.647","","34.037","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","39.647","","","","","","","","","","","","","","","","-3.279","3.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.299","5.077","","","TCA","104","230","",""
"184","TCD","2020-11-30","11","29","2020","334","2020-11-30","19","0","Chad","15946882","Africa","0.571","1682","101","4.625","101","0","Sub-Saharan Africa","-1.529","73.876","","1.746","15.478","175225","208703","","662206573.433","12.292","8.546","3.683","15.25","2.478","","0.572","47.126","-2","42.65","0.629","0.788","1","0.04","0.261","-0.827","-1.638","0.616","-1.213","0.939","","","","0","-0.997","2","0","","395","","395","0.003","","0","","","","0","15.8","0.105","0.862","0.641","0.772","1.277","","28.8","12.292","53.712","3.286","36.5","4.4","40","22.3","25.4","9.5","18","0.4","6.6","34.5","19","1","2.481","2.739","2.509","","","","","","","","","","","","","","","","","","","","","","","","28.633","55.367","","","","","","6.525","2.018","","","TCD","99","235","123","211"
"185","TGO","2020-11-30","11","29","2020","334","2020-11-30","16","0","Togo","8082359","Africa","3.551","2962","64","4.174","64","0","Sub-Saharan Africa","-1.058","73.606","","1.574","7.889","103651","122727","13.247","101981197.487","145.047","22.129","3.79","0","3.01","","","41.335","-2","43.817","0.649","0.885","1","0.44","0.557","1.266","-0.673","0.784","-0.892","0.742","","17.821","","0","0.62","2","0","","45","1379","45","0.022","","0","","","","0","18.9","0.267","0.71","0.66","0.883","2.099","4","32.5","145.047","60.489","3.086","46.8","5.3","70","63.7","32","13.9","20","0.5","10","30.4","13","1","2.87","2.065","4.977","","","","","","","","","","","","","-16.6","","","","","","","","","","","26.467","205.433","","","","","","8.112","2.21","","","TGO","81","253","129","205"
"187","TJK","2020-11-30","11","29","2020","334","2020-11-30","37","0","Tajikistan","9321023","Asia","5.847","12155","86","4.466","86","0","Europe & Central Asia","-1.098","","","3.061","9.101","128590","146426","13.107","220862232.338","65.573","","3.243","0.065","34.149","","9.75","36.784","-3","43.767","0.31","0.539","4","0.157","-1.237","-1.334","-1.946","0.218","-0.842","0.887","","","","0","0.687","2","0","16","16","1846","16","0.062","","0","","","","0","21.7","0.05","0.511","0.339","0.513","1.67","0.3","32.3","65.573","70.647","1.606","24.1","171.4","480","99.8","51.7","95.5","60","0.7","20.5","42.9","11","0","3.022","2.208","4.183","","","","","","","","","","","","","-40.4","","","","","","","","","","","9.467","11.567","","","","","","9.45","2.347","","","TJK","121","213","128","206"
"188","TLS","2020-11-30","11","29","2020","334","2020-11-30","0","0","Timor-Leste","1293120","Asia","0","30","0","0","0","","East Asia & Pacific","-0.983","","","6.796","1.268","25444","29292","","47925664.571","85.27","","0.914","14.53","1.241","","35.209","37.781","8","33.08","0","0","0","0","0.918","0.98","-0.841","0.594","0.761","0.479","","","","0","-0.997","3","","","739","1221","739","0.001","","0","","","","0","16.6","0.466","","","","2.111","","26","85.27","69.007","3.483","25.7","7.8","590","58.3","43.4","44","68","0.6","9.7","30.2","7","1","4.317","0.237","4.446","","","","","","","","","","","","","","","","","","","","","","","","25.233","18.533","","","","","","0","0","","","TLS","107","227","",""
"192","TZA","2020-11-30","11","29","2020","334","2020-11-30","0","0","Tanzania","58005461","Africa","0","509","21","3.091","21","0","Sub-Saharan Africa","-0.756","","","2.875","56.318","616152","848867","14.209","1055991268.202","63.579","12.52","0.489","0","1.293","","10.935","44.098","3","43.883","0.506","0.913","3","0.036","0.377","-0.189","0.185","0.584","1.161","0.172","","11.474","","0","","3","0","","","228","228","0.004","","0","","","","0","17.5","0.391","0.735","0.633","0.953","2.637","13","36.4","63.579","64.479","3.702","42","2.2","70","77.9","33.9","23.5","45","0.5","8.2","36.8","10","0","2.601","4.031","4.152","","","","","","","","","","","","","-16.4","","","","","","","","","","","22.867","24.2","","","","","","0.373","0.317","","","TZA","82","252","113","221"
"193","UGA","2020-11-30","11","29","2020","334","2020-11-30","201","0","Uganda","44269587","Africa","9.318","20145","201","5.308","172","0.196","Sub-Saharan Africa","-0.606","48.199","","1.808","42.723","329441","499827","9.978","1337128157.979","213.062","6.99","1.92","0","0.881","","60.472","46.931","-1","43.986","0.845","0.496","2","0.18","1.028","0.99","-1.378","0.529","0.087","0.733","","15.528","","0","","3","0","","","344","344","0.003","","0","","","","0","15.8","0.292","0.93","0.633","0.93","3.002","2","44.3","213.062","62.516","4.246","50.3","9.3","50","70.2","31.4","19.2","19","0.5","11.6","56.5","14","0","1.941","3.755","5.362","","","","","","","","","","","","","-51.2","","","","","","","","","","","22.967","115.367","","","","","","4.705","1.741","","","UGA","85","249","226","108"
"198","VAT","2020-11-30","11","29","2020","334","2020-11-30","0","0","Vatican City","815","Europe","0","26","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","-1.281","-1.731","","0.159","-1.668","0.483","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","VAT","120","214","",""
"199","VCT","2020-11-30","11","29","2020","334","2020-11-30","0","0","St. Vincent & Grenadines","110593","America","6.33","85","0","0","0","","Latin America & Caribbean","0.196","","","10.903","0.11","5201","5367","","110052363.629","282.59","","4.181","0","","","","22.541","","","","","","","","","","","","","","","","0","","","","","","273","273","0.004","","0","","","","0","29","","0.307","0.703","","","9.4","33","282.59","72.3","3.294","20.6","57.4","260","94.2","57.4","87.2","314","0.7","19","29.2","","","9.589","-2.205","5.644","","","","","","","","","","","","","","","","","","","","","","","","27.933","246.667","","","","","","0","0","","","VCT","100","234","",""
"201","VGB","2020-11-30","11","29","2020","334","2020-11-30","1","0","British Virgin Islands","30033","America","3.33","73","1","0.693","1","0","Latin America & Caribbean","","","","","0.03","","","","44244376000","198.68","","57.469","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","198.68","","","","","","","","","","","","","","","","-3.513","5.292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.555","3.543","","","VGB","231","103","",""
"202","VIR","2020-11-30","11","29","2020","334","2020-11-30","6","0","U.S. Virgin Islands","104579","America","105.184","1544","23","3.178","23","0","Latin America & Caribbean","0.83","","","","0.107","9101","11538","","","305.649","","53.364","","","","","19.713","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","0","","","","","","","","","305.649","79.42","3.181","","","","","","","","","","","","","19.293","-2.235","5.722","","","","","","","","","","","","","","","","","","","","","","","","27.467","224.2","","","","","","214.999","5.375","","","VIR","83","251","233","101"
"203","VNM","2020-11-30","11","29","2020","334","2020-11-30","2","0","Vietnam","96462108","Asia","0.064","1343","35","3.584","35","0","East Asia & Pacific","-0.003","208.307","27.5","6.609","95.54","2710562","4239888","17.667","15500000000","308.125","16.91","0.078","1.271","15.249","","17.507","23.173","-7","35.029","0.274","0.447","9","0.106","-1.404","-1.12","0.345","0.67","-0.486","0.641","","51.005","","0","-0.202","1","0","","","437","437","0.002","","0","","63","","0","29.8","0.193","0.238","0.508","0.233","0.969","61","49.1","308.125","75.241","2.862","57.4","82.1","260","93.5","60.3","78.2","169","0.7","28.3","43","7","0","7.275","4.56","5.731","","","","","","","","","","","","","-12","","","","","","","","","","","26.567","247.1","","","","","","0.366","0.312","","","VNM","35","299","219","115"
"204","VUT","2020-11-30","11","29","2020","334","2020-11-30","0","0","Vanuatu","299882","Oceania","0","1","0","0","0","","East Asia & Pacific","-0.492","","","2.858","0.293","5555","5097","12.834","37582280.018","24.01","","1.204","0","","","","38.848","","39.9","","","","","0.984","0.337","0.737","0.75","1.331","0.439","","","","0","","5","","","","8","8","0.125","","0","","","","0","21.7","0.631","0.041","0.704","","3.296","100","26.1","24.01","70.172","3.371","15","18.6","170","97.1","32.4","53.5","63","0.6","6.6","24.8","","0","3.639","-1.229","3.178","","","","","","","","","","","","","","","","","","","","","","","","23.2","180.233","","","","","","0","0","","","VUT","","","",""
"207","ZMB","2020-11-30","11","29","2020","334","2020-11-30","19","0","Zambia","17861034","Africa","2.715","17608","357","5.881","357","0.003","Sub-Saharan Africa","-0.559","75.659","","3.748","17.352","142606","221719","9.094","408438491.702","23.341","14.545","0.789","0","1.053","","0.571","44.936","6","55.583","0.703","0.754","1","0.12","0.348","0.106","-0.955","0.58","0.138","0.663","","9.872","","0","","3","0","","","518","518","0.002","","0","","","","0","16.6","0.314","0.781","0.736","0.726","2.815","8.4","28.7","23.341","63.043","3.984","21.9","9.1","200","83","29","31.1","67","0.6","20.3","28.6","12","0","2.1","2.854","3.15","","","","","","","","","","","","","-7","","","","","","","","","","","22.567","10.933","","","","","","20.574","3.071","","","ZMB","85","249","160","174"
